"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","P1","P2","Experimenter"
00:38:29.573,00:38:31.533,00:00:01.960,,,"all right great so you end up with two k",
00:38:32.067,00:38:32.587,00:00:00.520,,,"so",
00:38:33.320,00:38:33.773,00:00:00.453,,,"now",
00:38:35.733,00:38:36.839,00:00:01.106,,,"since umm",
00:38:37.653,00:38:38.959,00:00:01.306,,,"this is a negative fourteen",
00:38:39.386,00:38:39.986,00:00:00.600,,,"what do you",
00:38:40.759,00:38:41.759,00:00:01.000,,,"what are you going to do now",
00:38:42.520,00:38:43.293,00:00:00.773,,"I'm going to add",,
00:38:43.640,00:38:44.360,00:00:00.720,,"so it will be",,
00:38:46.507,00:38:49.520,00:00:03.013,,,"well you would be doing it to the thirty-six remember",
00:38:50.053,00:38:51.746,00:00:01.693,,,"because that's alone on the other side",
00:38:52.932,00:38:56.040,00:00:03.108,,"yeah but you also want to do it to both sides",,
00:38:56.418,00:38:56.765,00:00:00.347,,"so",,
00:38:57.733,00:38:58.280,00:00:00.547,,"I guess",,
00:38:58.560,00:38:59.173,00:00:00.613,,,"I know but would you",
00:38:59.213,00:39:01.386,00:00:02.173,,"oh yeah oh that oh oh",,
00:39:01.453,00:39:03.306,00:00:01.853,,,"you would want to be subtracting thirty-six",
00:39:08.573,00:39:10.773,00:00:02.200,,"I feel okay I did not see that",,
00:39:11.693,00:39:13.714,00:00:02.021,,,"it's okay it was my fault",
00:39:15.400,00:39:15.600,00:00:00.200,,"okay",,
00:39:21.947,00:39:22.960,00:00:01.013,,"so hurry up umm",,
00:39:24.040,00:39:27.478,00:00:03.438,,"so now you want to subtract with thirty-six",,
00:39:31.918,00:39:33.597,00:00:01.679,,"yeah thirty-six",,
00:39:34.253,00:39:36.519,00:00:02.266,,"ok and then you get umm",,
00:39:36.626,00:39:38.960,00:00:02.334,,"negative fifty",,
00:39:39.333,00:39:39.826,00:00:00.493,,"equals",,
00:39:40.267,00:39:40.960,00:00:00.693,,"two k",,
00:39:42.467,00:39:44.960,00:00:02.493,,,"all right so would want to divivde by two",
00:39:45.320,00:39:45.640,00:00:00.320,,"yeah",,
00:39:46.067,00:39:46.933,00:00:00.866,,,"on both sides",
00:39:52.773,00:39:54.613,00:00:01.840,,"k equals negative twenty five",,
00:39:56.013,00:39:56.653,00:00:00.640,,"and we're good",,
00:39:57.280,00:39:57.453,00:00:00.173,,,"yup",
00:39:59.240,00:39:59.653,00:00:00.413,,,"all right",
00:40:00.279,00:40:00.826,00:00:00.547,,,"so",
00:40:02.653,00:40:04.559,00:00:01.906,,,"umm for this one you",
00:40:05.679,00:40:06.253,00:00:00.574,,,"can",
00:40:06.559,00:40:07.173,00:00:00.614,,,"do",
00:40:07.679,00:40:08.853,00:00:01.174,,,"you should do the",
00:40:09.213,00:40:10.973,00:00:01.760,,,"variables first always but",
00:40:11.479,00:40:14.346,00:00:02.867,,,"you should start off by adding b on this side because sorry I just wrote over that pause filler you should start off by adding b on this side",
00:40:15.359,00:40:15.773,00:00:00.414,,,"because",
00:40:16.066,00:40:17.253,00:00:01.187,,,"so I just wrote over there",
00:40:17.679,00:40:18.065,00:00:00.386,,,"umm",
00:40:18.386,00:40:19.960,00:00:01.574,,,"you should start off by adding b because",
00:40:20.480,00:40:23.893,00:00:03.413,,,"even though they both look the same that umm",
00:40:25.133,00:40:27.506,00:00:02.373,,,"is worth less and you should always",
00:40:27.947,00:40:29.253,00:00:01.306,,,"add or subtract the worthly",
00:40:30.479,00:40:39.173,00:00:08.694,,"okay so add b here and like the other following get seventeen thirteen plus two b",,
00:40:40.665,00:40:41.652,00:00:00.987,,"and okay",,
00:40:42.560,00:40:49.378,00:00:06.818,,"so now we need to make sure the b is on only one side and to do that you have to subtract the thirteen",,
00:40:49.746,00:40:50.026,00:00:00.280,,,"right",
00:40:50.880,00:40:51.773,00:00:00.893,,"not the seventeen",,
00:40:53.146,00:40:54.106,00:00:00.960,,"and you get",,
00:40:54.733,00:40:57.368,00:00:02.635,,"four equals two b",,
00:40:57.910,00:40:59.750,00:00:01.840,,"and then you wnat to divide the two",,
00:41:00.213,00:41:01.053,00:00:00.840,,"by two",,
00:41:01.586,00:41:03.306,00:00:01.720,,"and you get two equals",,
00:41:03.760,00:41:04.173,00:00:00.413,,"b",,
00:41:04.573,00:41:06.213,00:00:01.640,,"and b equals two",,
00:41:06.959,00:41:07.439,00:00:00.480,,"here we go",,
00:41:08.520,00:41:08.946,00:00:00.426,,,"all right",
00:41:09.480,00:41:09.920,00:00:00.440,,,"so",
00:41:10.920,00:41:14.560,00:00:03.640,,,"this one is a little bit easier and you're multiplying so",
00:41:15.213,00:41:17.720,00:00:02.507,,,"what are you going to do to solve the equation",
00:41:18.333,00:41:24.869,00:00:06.536,,"so this one you want to measure g alone and since it's multiplying the negative nine by the g one you divide the negative nine",,
00:41:24.973,00:41:25.333,00:00:00.360,,,"correct",
00:41:25.933,00:41:26.199,00:00:00.266,,"that",,
00:41:26.586,00:41:26.786,00:00:00.200,,"okay",,
00:41:31.613,00:41:32.600,00:00:00.987,,"we get g",,
00:41:33.120,00:41:33.933,00:00:00.813,,"equals",,
00:41:34.880,00:41:36.546,00:00:01.666,,"negative nine there we go",,
00:41:40.479,00:41:42.200,00:00:01.721,,,"all right great now next",
00:41:43.079,00:41:46.346,00:00:03.267,,,"all right so for this one it's different than the last one",
00:41:46.773,00:41:48.773,00:00:02.000,,,"and it's like what we have been doing",
00:41:49.226,00:41:50.213,00:00:00.987,,,"but umm",
00:41:51.419,00:41:53.559,00:00:02.140,,,"you would be subtracting ten to start off",
00:41:54.189,00:41:54.375,00:00:00.186,,"okay",,
00:42:02.799,00:42:04.679,00:00:01.880,,"I see so that seventy two",,
00:42:10.600,00:42:10.827,00:00:00.227,,"okay",,
00:42:11.840,00:42:14.320,00:00:02.480,,"okay so now you want to get rid of the eight right",,
00:42:14.973,00:42:16.679,00:00:01.706,,,"yes so you would have to",
00:42:17.653,00:42:20.026,00:00:02.373,,,"umm divide by negative eight in both sides",
00:42:20.426,00:42:22.666,00:00:02.240,,,"and let me know if you need help on that",
00:42:24.800,00:42:26.320,00:00:01.520,,"seventy two by eight",,
00:42:28.093,00:42:28.973,00:00:00.880,,"that's nine",,
00:42:29.093,00:42:29.440,00:00:00.347,,,"yeah",
00:42:29.960,00:42:32.013,00:00:02.053,,,"well you remember it would be negative nine",
00:42:33.000,00:42:33.093,00:00:00.093,,"yeah",,
00:42:34.106,00:42:34.733,00:00:00.627,,"so there we go",,
00:42:35.186,00:42:35.453,00:00:00.267,,,"great",
00:42:35.799,00:42:36.906,00:00:01.107,,,"all right next page",
00:42:37.386,00:42:40.547,00:00:03.161,,,"one hundred seventy equals sixty-five minus fourteen x",
00:42:42.293,00:42:43.159,00:00:00.866,,"okay so",,
00:42:43.919,00:42:45.026,00:00:01.107,,"for this one",,
00:42:45.546,00:42:46.880,00:00:01.334,,"you want to",,
00:42:47.200,00:42:48.613,00:00:01.413,,"subtract the sixty five",,
00:42:57.786,00:42:58.800,00:00:01.014,,"there we go",,
00:42:59.133,00:42:59.227,00:00:00.094,,"nope",,
00:43:04.346,00:43:04.800,00:00:00.454,,,"so you",
00:43:06.046,00:43:07.766,00:00:01.720,,,"jut to amke sure yiu know that like",
00:43:09.067,00:43:12.373,00:00:03.306,,,"you seem to be you seem to know but I mean umm",
00:43:12.733,00:43:13.266,00:00:00.533,,,"just to",
00:43:13.519,00:43:14.666,00:00:01.147,,,"role is always like",
00:43:15.067,00:43:19.853,00:00:04.786,,,"depending on whether it's positive or negative just add or subtract and everything",
00:43:20.426,00:43:22.093,00:00:01.667,,"yeah okay so umm",,
00:43:23.373,00:43:24.679,00:00:01.306,,"now we got to subtract",,
00:43:25.347,00:43:28.307,00:00:02.960,,"okay one hundred seven sixty-five minus two",,
00:43:31.773,00:43:33.010,00:00:01.237,,"I'm going to say that's forty-two",,
00:43:34.867,00:43:35.400,00:00:00.533,,"so",,
00:43:35.640,00:43:36.587,00:00:00.947,,"fourty two",,
00:43:37.627,00:43:38.387,00:00:00.760,,"equals",,
00:43:38.733,00:43:39.373,00:00:00.640,,"negative",,
00:43:39.880,00:43:40.640,00:00:00.760,,"fourteen",,
00:43:41.827,00:43:42.240,00:00:00.413,,"x",,
00:43:44.786,00:43:45.026,00:00:00.240,,,"yeah",
00:43:45.520,00:43:45.760,00:00:00.240,,,"yeah",
00:43:45.813,00:43:46.173,00:00:00.360,,"okay so",,
00:43:47.627,00:43:49.560,00:00:01.933,,"now we want to umm",,
00:43:50.666,00:43:52.040,00:00:01.374,,"divide by negative fourteen",,
00:43:54.653,00:43:55.746,00:00:01.093,,"not the x ",,
00:43:57.027,00:44:00.720,00:00:03.693,,,"so umm is ninety-two divided by negative",
00:44:01.253,00:44:06.003,00:00:04.750,,,"I can't talk is ninety-two divided by divisible by negative fourteen",
00:44:06.813,00:44:09.917,00:00:03.104,,"actually maybe let's see wait fourteen times three happens to",,
00:44:11.946,00:44:12.146,00:00:00.200,,"yeah",,
00:44:12.813,00:44:14.719,00:00:01.906,,"so we have umm",,
00:44:16.867,00:44:17.080,00:00:00.213,,"x",,
00:44:18.200,00:44:18.680,00:00:00.480,,"equals",,
00:44:19.026,00:44:19.959,00:00:00.933,,"negative three",,
00:44:20.320,00:44:20.680,00:00:00.360,,,"great",
00:44:22.027,00:44:22.467,00:00:00.440,,,"all right",
00:44:23.839,00:44:25.800,00:00:01.961,,,"onto the next problem you're moving fast",
00:44:26.625,00:44:26.999,00:00:00.374,,,"all right",
00:44:27.587,00:44:27.973,00:00:00.386,,,"so",
00:44:28.373,00:44:28.760,00:00:00.387,,,"umm",
00:44:28.982,00:44:31.187,00:00:02.205,,,"this has bigger numbers in it but",
00:44:31.799,00:44:34.587,00:00:02.788,,,"you would start off by adding what number",
00:44:35.560,00:44:36.146,00:00:00.586,,"forty one",,
00:44:36.347,00:44:36.533,00:00:00.186,,,"yup",
00:44:43.786,00:44:44.706,00:00:00.920,,"that looks like an h",,
00:44:46.413,00:44:47.159,00:00:00.746,,"yeah that was horrible",,
00:44:48.826,00:44:53.134,00:00:04.308,,"umm yes so that would be seventy-five equals negative nine k",,
00:44:55.666,00:44:57.253,00:00:01.587,,"divided by negative nine",,
00:44:58.186,00:45:00.360,00:00:02.174,,,"so you just want to make that equal on both sides",
00:45:01.866,00:45:02.306,00:00:00.440,,"so",,
00:45:06.799,00:45:08.653,00:00:01.854,,"would you say seventy five",,
00:45:09.733,00:45:11.600,00:00:01.867,,"divivded by negative nine",,
00:45:12.586,00:45:13.253,00:00:00.667,,"there we go",,
00:45:14.400,00:45:15.093,00:00:00.693,,,"all right great",
00:45:16.000,00:45:16.600,00:00:00.600,,,"so",
00:45:17.400,00:45:18.839,00:00:01.439,,,"so now this one is a lot different",
00:45:19.707,00:45:26.267,00:00:06.560,,,"so umm you would have to start off by adding p to both sides so what would you add it to on the other side",
00:45:26.950,00:45:31.865,00:00:04.915,,"so I guess you want to so that would be nine p so you want to add the p yeah",,
00:45:32.653,00:45:36.307,00:00:03.654,,"so if you do it to both sides we got the negative fifty-two here",,
00:45:36.893,00:45:40.519,00:00:03.626,,"we got the nine p over here we got the negative sixteen",,
00:45:41.346,00:45:43.080,00:00:01.734,,"which we need to now add",,
00:45:43.347,00:45:43.893,00:00:00.546,,"add",,
00:45:44.053,00:45:44.453,00:00:00.400,,,"yeah",
00:45:45.253,00:45:48.520,00:00:03.267,,,"yeah just remember that you always have to keep that negative there because that's important",
00:45:51.626,00:45:54.680,00:00:03.054,,"so it would be fifty two minus sixteen",,
00:45:55.613,00:46:00.856,00:00:05.243,,"which happens to be fourteen that would be",,
00:46:01.667,00:46:01.907,00:00:00.240,,"forty",,
00:46:02.506,00:46:04.120,00:00:01.614,,"I'm pretty sure that would be thirty-six",,
00:46:04.440,00:46:04.733,00:00:00.293,,,"yeah",
00:46:05.093,00:46:06.533,00:00:01.440,,"that seems like an interesting one",,
00:46:06.686,00:46:07.046,00:00:00.360,,"okay",,
00:46:07.519,00:46:08.306,00:00:00.787,,"thirty six",,
00:46:08.840,00:46:10.680,00:00:01.840,,"equals nine p",,
00:46:13.933,00:46:14.213,00:00:00.280,,"okay",,
00:46:14.626,00:46:17.103,00:00:02.477,,"pause filler okay so then we want to divide it by nine",,
00:46:19.079,00:46:20.333,00:00:01.254,,"and we get",,
00:46:20.640,00:46:21.333,00:00:00.693,,"umm",,
00:46:21.786,00:46:22.080,00:00:00.294,,,"for",
00:46:22.879,00:46:23.800,00:00:00.921,,"p equals four",,
00:46:24.253,00:46:26.546,00:00:02.293,,"I feel like there's a lot of nines in here okay",,
00:46:27.826,00:46:28.386,00:00:00.560,,,"all right great",
00:46:30.346,00:46:31.093,00:00:00.747,,,"next one up",
00:46:32.093,00:46:32.799,00:00:00.706,,,"and",
00:46:36.497,00:46:37.706,00:00:01.209,,,"so you're going to add",
00:46:40.413,00:46:41.186,00:00:00.773,,"the umm",,
00:46:41.506,00:46:42.013,00:00:00.507,,"fourteen w",,
00:46:42.693,00:46:43.146,00:00:00.453,,,"yes",
00:46:50.853,00:46:51.466,00:00:00.613,,,"so",
00:46:52.239,00:46:53.306,00:00:01.067,,,"that equals",
00:46:54.093,00:46:56.133,00:00:02.040,,"umm negative forty one",,
00:46:57.400,00:46:58.160,00:00:00.760,,"equals",,
00:47:00.053,00:47:00.720,00:00:00.667,,"umm",,
00:47:02.013,00:47:03.573,00:00:01.560,,"umm I'll say forty",,
00:47:04.413,00:47:05.226,00:00:00.813,,"forty w",,
00:47:06.453,00:47:07.053,00:00:00.600,,,"correct",
00:47:07.453,00:47:07.827,00:00:00.374,,"oh wait",,
00:47:07.999,00:47:11.602,00:00:03.603,,"and we don't want to forget about that nineteen",,
00:47:13.413,00:47:13.920,00:00:00.507,,"okay",,
00:47:14.386,00:47:15.333,00:00:00.947,,"so now",,
00:47:16.213,00:47:18.280,00:00:02.067,,"subtract the nineteen",,
00:47:21.093,00:47:21.893,00:00:00.800,,"and",,
00:47:23.493,00:47:26.186,00:00:02.693,,"and okay to make it a hundred",,
00:47:27.666,00:47:29.773,00:00:02.107,,"be a negative hundred sixty",,
00:47:30.986,00:47:31.373,00:00:00.387,,"equals",,
00:47:31.933,00:47:33.080,00:00:01.147,,"forty w",,
00:47:35.680,00:47:36.160,00:00:00.480,,"here we go",,
00:47:36.653,00:47:38.560,00:00:01.907,,"okay this is divided all by forty",,
00:47:38.960,00:47:40.973,00:00:02.013,,"and that would be",,
00:47:43.853,00:47:44.786,00:00:00.933,,"negative four",,
00:47:45.226,00:47:47.359,00:00:02.133,,"yeah w equals negative four",,
00:47:47.840,00:47:48.093,00:00:00.253,,,"yeah",
00:47:48.719,00:47:53.519,00:00:04.800,,,"because remember just regular sixteen divided by four equals four so",
00:47:54.426,00:47:54.613,00:00:00.187,,"okay",,
00:47:55.639,00:47:59.066,00:00:03.427,,"I wonder what all these buttons are doing okay",,
00:47:59.746,00:48:01.080,00:00:01.334,,"continuing on",,
00:48:01.547,00:48:02.080,00:00:00.533,,,"all right great",
00:48:02.760,00:48:03.227,00:00:00.467,,,"okay",
00:48:06.213,00:48:08.186,00:00:01.973,,"umm is he over there",,
00:48:08.493,00:48:09.213,00:00:00.720,,,"I'll go get him",
00:48:09.533,00:48:10.453,00:00:00.920,,"okay beacuse I don't think",,
00:48:25.239,00:48:27.387,00:00:02.148,,"oh candy candy candy oh candy candy",,
00:48:36.136,00:48:37.390,00:00:01.254,,,,"keep going"
00:48:37.978,00:48:41.632,00:00:03.654,,,,"and still be figure only for these there is no worksheet"
00:48:41.773,00:48:42.160,00:00:00.387,,,"okay great",
00:48:43.413,00:48:43.879,00:00:00.466,,"okay",,
00:48:47.133,00:48:47.893,00:00:00.760,,"so",,
00:48:51.626,00:48:52.333,00:00:00.707,,,"all right so",
00:48:53.347,00:48:55.413,00:00:02.066,,,"so first you would start off by",
00:48:56.146,00:48:57.106,00:00:00.960,,,"adding y",
00:48:58.840,00:48:59.586,00:00:00.746,,"plus y",,
00:49:00.507,00:49:01.013,00:00:00.506,,,"because this is",
00:49:01.959,00:49:02.426,00:00:00.467,,,"negative",
00:49:03.893,00:49:06.200,00:00:02.307,,"and then we get negative sixty three",,
00:49:07.919,00:49:08.066,00:00:00.147,,"equals",,
00:49:09.000,00:49:11.640,00:00:02.640,,"forty three plus two y",,
00:49:15.013,00:49:16.840,00:00:01.827,,,"so what do you think the next step is",
00:49:18.866,00:49:21.333,00:00:02.467,,"I think well we've got to get rid of that forty-three",,
00:49:21.640,00:49:21.813,00:00:00.173,,"kill it",,
00:49:23.666,00:49:24.053,00:00:00.387,,"okay",,
00:49:24.947,00:49:28.336,00:00:03.389,,"so we want to subtract forty-three forty-three",,
00:49:28.733,00:49:29.599,00:00:00.866,,,"that cancels",
00:49:32.066,00:49:32.586,00:00:00.520,,"yeah",,
00:49:33.787,00:49:33.947,00:00:00.160,,"like",,
00:49:34.586,00:49:35.093,00:00:00.507,,"here we go",,
00:49:36.573,00:49:38.173,00:00:01.600,,"ohh come on now okay umm",,
00:49:40.280,00:49:42.400,00:00:02.120,,"yeah we want to umm",,
00:49:43.346,00:49:45.373,00:00:02.027,,"add yeah subtract them together",,
00:49:45.813,00:49:47.079,00:00:01.266,,"we got a hundred and six",,
00:49:49.813,00:49:50.253,00:00:00.440,,"equals",,
00:49:50.773,00:49:51.173,00:00:00.400,,"two y",,
00:49:53.813,00:49:54.840,00:00:01.027,,"so divivde it by two",,
00:49:57.746,00:49:59.813,00:00:02.067,,"and get y equals",,
00:50:00.440,00:50:00.893,00:00:00.453,,"fifty three",,
00:50:18.173,00:50:19.026,00:00:00.853,,,"all right so",
00:50:19.439,00:50:20.053,00:00:00.614,,,"oh gosh",
00:50:21.440,00:50:22.706,00:00:01.266,,"well page you messed up",,
00:50:24.920,00:50:27.453,00:00:02.533,,,"I can't even see what you're doing anymore so umm",
00:50:29.573,00:50:31.533,00:00:01.960,,"okay maybe we should just go to the next one",,
00:50:31.586,00:50:33.040,00:00:01.454,,,"yeah did you get the answer",
00:50:33.546,00:50:33.733,00:00:00.187,,"mm-hmm",,
00:50:34.373,00:50:36.226,00:00:01.853,,"y equals fifty-three right over there",,
00:50:38.812,00:50:39.385,00:00:00.573,,"okay",,
00:50:41.066,00:50:43.506,00:00:02.440,,"okay now they're all like negative p and positive p",,
00:50:43.733,00:50:45.706,00:00:01.973,,,"yeah so you would want to start up by adding p",
00:50:58.747,00:51:00.000,00:00:01.253,,"equals two p okay",,
00:51:01.973,00:51:03.640,00:00:01.667,,"and then umm",,
00:51:04.719,00:51:05.919,00:00:01.200,,"you want to umm",,
00:51:06.867,00:51:07.813,00:00:00.946,,"get rid of the three",,
00:51:20.026,00:51:21.280,00:00:01.254,,"that was totally necessary",,
00:51:21.426,00:51:21.826,00:00:00.400,,,"umm ",
00:51:23.760,00:51:24.706,00:00:00.946,,"see umm",,
00:51:25.293,00:51:28.813,00:00:03.520,,"a hundered ninety umm",,
00:51:31.893,00:51:32.799,00:00:00.906,,"negative ",,
00:51:40.653,00:51:42.446,00:00:01.793,,"thirty equals two p",,
00:51:44.173,00:51:44.506,00:00:00.333,,,"great",
00:51:45.693,00:51:47.613,00:00:01.920,,,"so then what is that divided by two",
00:51:49.107,00:51:52.587,00:00:03.480,,"p equals negative one hundred and fifteen",,
00:51:59.120,00:51:59.387,00:00:00.267,,"okay",,
00:52:00.293,00:52:01.586,00:00:01.293,,,"so what is your first step",
00:52:03.480,00:52:05.919,00:00:02.439,,"seems like it really come with me okay it would just add g",,
00:52:12.532,00:52:13.079,00:00:00.547,,"umm",,
00:52:28.493,00:52:29.960,00:00:01.467,,"okay umm no",,
00:52:32.359,00:52:33.559,00:00:01.200,,"okay six",,
00:52:50.400,00:52:51.159,00:00:00.759,,,"do you need any help",
00:52:51.800,00:52:53.933,00:00:02.133,,"no okay oh come on okay",,
00:52:55.706,00:52:56.253,00:00:00.547,,"you're dead",,
00:52:57.813,00:52:58.933,00:00:01.120,,"okay g equals",,
00:52:59.427,00:52:59.800,00:00:00.373,,"thirity eight",,
00:53:02.800,00:53:03.347,00:00:00.547,,"that will do it",,
00:53:04.360,00:53:04.800,00:00:00.440,,,"you got it",
00:53:05.773,00:53:06.147,00:00:00.374,,,"all right",
00:53:07.053,00:53:07.747,00:00:00.694,,,"next one",
00:53:10.333,00:53:11.506,00:00:01.173,,,"all right so add",
00:53:11.906,00:53:14.879,00:00:02.973,,,"m to start off and make it equal on both sides",
00:53:15.693,00:53:15.786,00:00:00.093,,"yup",,
00:53:17.107,00:53:18.200,00:00:01.093,,"I didn't get rid of that m",,
00:53:25.920,00:53:27.293,00:00:01.373,,"okay seventy one",,
00:53:28.693,00:53:29.107,00:00:00.414,,,"so",
00:53:29.413,00:53:30.587,00:00:01.174,,,"rewrite the problem  ",
00:53:31.106,00:53:33.133,00:00:02.027,,"equals forty three",,
00:53:33.786,00:53:34.266,00:00:00.480,,"plus",,
00:53:34.919,00:53:36.079,00:00:01.160,,"two m",,
00:53:37.039,00:53:39.173,00:00:02.134,,"I'll subtract the forty-three again",,
00:53:41.986,00:53:44.536,00:00:02.550,,"and then we get that would be",,
00:53:45.786,00:53:49.200,00:00:03.414,,"sixty-eight sixty-eight minus forty",,
00:53:49.973,00:53:51.907,00:00:01.934,,"it should be twenty eight",,
00:53:52.586,00:53:53.279,00:00:00.693,,"equals",,
00:53:53.773,00:53:54.707,00:00:00.934,,"two m",,
00:53:55.093,00:53:58.666,00:00:03.573,,"which we can now divide by two to get",,
00:54:00.013,00:54:01.640,00:00:01.627,,"m equals",,
00:54:02.746,00:54:03.266,00:00:00.520,,"fourteen",,
00:54:04.626,00:54:05.493,00:00:00.867,,,"gosh you are ggod at this",
00:54:05.827,00:54:06.587,00:00:00.760,,"ok",,
00:54:07.693,00:54:08.680,00:00:00.987,,,"all right so next up",
00:54:09.333,00:54:11.213,00:00:01.880,,,"umm you want to start off by",
00:54:12.320,00:54:14.080,00:00:01.760,,,"adding eleven x even though",
00:54:14.493,00:54:15.000,00:00:00.507,,"oh hey",,
00:54:16.467,00:54:20.386,00:00:03.919,,"well no it won't have to be smaller right it fits in",,
00:54:20.387,00:54:20.773,00:00:00.386,,,"oh",
00:54:21.133,00:54:21.480,00:00:00.347,,,"yes",
00:54:21.613,00:54:22.373,00:00:00.760,,,"yeah sure",
00:54:22.413,00:54:23.373,00:00:00.960,,"wait one second",,
00:54:23.866,00:54:24.360,00:00:00.494,,"wait what",,
00:54:26.389,00:54:26.529,00:00:00.140,,,,"yeah"
00:54:27.716,00:54:29.891,00:00:02.175,,,,"yeah it's over"
00:54:29.891,00:54:32.186,00:00:02.295,,,,"oh yeah because time is up actually"
00:54:31.987,00:54:32.387,00:00:00.400,,,"all right",
00:54:32.693,00:54:33.226,00:00:00.533,,,"good bye",
00:54:32.774,00:54:34.830,00:00:02.056,,,,"so yeah just say goodbye to her"
00:54:33.506,00:54:33.853,00:00:00.347,,"bye",,
00:54:33.959,00:54:35.226,00:00:01.267,,,"bye Maya nice talking to you",
00:54:35.693,00:54:37.000,00:00:01.307,,"nice talking to you as well okay bye",,
00:54:38.653,00:54:38.773,00:00:00.120,,,,"thank you"

