"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter","P2","P1","Experimenter 2"
00:41:21.088,00:41:24.767,00:00:03.679,,,,"so math whatever (inaudible) math",
00:41:29.250,00:41:32.929,00:00:03.679,,,,"stop come and get us",
00:41:33.236,00:41:34.982,00:00:01.746,,,"do we should we do we have to",,
00:41:35.700,00:41:36.529,00:00:00.829,,,,"I don't know",
00:41:37.514,00:41:38.758,00:00:01.244,,,"no",,
00:41:39.700,00:41:42.673,00:00:02.973,,,,"(laughter) refusing",
00:41:45.524,00:41:48.871,00:00:03.347,,,"okay well what had happened last time",,
00:41:49.260,00:41:50.846,00:00:01.586,,,"they just didn't do anything",,
00:41:50.846,00:41:52.003,00:00:01.157,,,"so I guess we can go on",,
00:41:52.003,00:41:53.530,00:00:01.527,,,,"wait should we wait though",
00:41:53.530,00:41:55.236,00:00:01.706,,,,"because last time they told us to wait",
00:41:58.842,00:41:59.101,00:00:00.259,,,"pause filler",,
00:42:01.091,00:42:02.724,00:00:01.633,,,,"I guess we're like special",
00:42:02.724,00:42:04.485,00:00:01.761,,,,"and we apparently do these really quickly",
00:42:05.533,00:42:05.942,00:00:00.409,,,"yeah I guess",,
00:42:06.949,00:42:09.364,00:00:02.415,,,,"well I guess if you're doing this at the beginning of the year it would be harder",
00:42:10.262,00:42:15.450,00:00:05.188,,,"yeah should we pause filler",,
00:42:17.038,00:42:18.000,00:00:00.962,,,,"where are they",
00:42:19.212,00:42:28.990,00:00:09.778,,,,"we don�t know where they are (laughter) where are you",
00:42:34.599,00:42:37.819,00:00:03.220,,,"okay pause filler why don�t we just see if they're",,
00:42:40.244,00:42:49.129,00:00:08.885,,,,"I'll look up into the (inaudible) (sfx)",
00:43:05.954,00:43:08.707,00:00:02.753,,,"I don�t like see anyone so",,
00:43:08.636,00:43:13.869,00:00:05.233,,,,"I'm going to check hold on I'm going to check outside my door to see anyone there",
00:44:10.060,00:44:16.256,00:00:06.196,,"oh that�s okay pause filler yeah (inaudible)",,,
00:44:16.635,00:44:18.181,00:00:01.546,,"cool there you go",,,
00:44:21.470,00:44:22.576,00:00:01.106,,"there you go",,,
00:44:22.733,00:44:25.630,00:00:02.897,,,,"okay oh",
00:44:26.901,00:44:32.748,00:00:05.847,,,,"okay so add y to both sides like you're saying",
00:44:32.748,00:44:32.948,00:00:00.200,,,"yeah",,
00:44:34.305,00:44:38.400,00:00:04.095,,,,"so if you subtracted y then there would be zero ys and that would be kind of problematic",
00:44:48.283,00:44:48.901,00:00:00.618,,,"oh oh sorry",,
00:44:48.901,00:44:49.610,00:00:00.709,,"no that�s fine",,,
00:44:50.827,00:45:04.097,00:00:13.270,,,,"so when you get negative one hundred and six equals two y divided by two divided by two negative fifty-three okay is that right probably",
00:45:04.386,00:45:04.576,00:00:00.190,,,"yeah",,
00:45:05.421,00:45:07.459,00:00:02.038,,,,"I was writing that upside down that whole time",
00:45:08.645,00:45:11.640,00:00:02.995,,,,"it's so much easier oh my god wow",
00:45:21.588,00:45:24.610,00:00:03.022,,,,"equals four divided by forty-eight plus two p",
00:45:29.549,00:45:32.552,00:00:03.003,,,,"okay it's minus fifteen",
00:45:34.418,00:45:37.842,00:00:03.424,,,,"negative two hundred and thirty",
00:45:39.840,00:45:53.098,00:00:13.258,,,,"equals two p divided by two divided by two negative one hundred fifteen equals p",
00:45:53.098,00:45:54.602,00:00:01.504,,,,"but why didn't I (inaudible) thirteen",
00:45:55.630,00:46:03.023,00:00:07.393,,,,"this was one k plus g",
00:46:03.961,00:46:06.335,00:00:02.374,,,,"oh this one is going to be semi easier right",
00:46:07.014,00:46:14.437,00:00:07.423,,,"yeah so it's two g and then",,
00:46:16.123,00:46:19.675,00:00:03.552,,,,"minus fifty-three minus fifty-three this will be",
00:46:19.675,00:46:25.657,00:00:05.982,,,,"hold on one seventy no seventy-six",
00:46:25.657,00:46:26.713,00:00:01.056,,,,"I can't talk okay",
00:46:26.713,00:46:35.053,00:00:08.340,,,,"seventy-six equals two g divided by two divided by two thirty-eight equals g",
00:46:37.093,00:46:37.392,00:00:00.299,,,"yeah",,
00:46:39.693,00:46:39.992,00:00:00.299,,,"okay",,
00:46:41.804,00:46:46.534,00:00:04.730,,,,"thank you pause filler and plus m",
00:46:49.787,00:46:52.041,00:00:02.254,,,,"these are all like the same type of problem",
00:46:53.505,00:46:53.799,00:00:00.294,,,"yeah",,
00:46:53.890,00:46:59.904,00:00:06.014,,,,"I wish my math homework was all the same type of problem specifically like eight thousand different types of math problems a day",
00:47:02.004,00:47:02.250,00:00:00.246,,,,"it's thirty",
00:47:02.250,00:47:03.456,00:00:01.206,,,,"are you back at school yet",
00:47:05.015,00:47:07.427,00:00:02.412,,,"pause filler yeah my spring break was like two weeks ago",,
00:47:08.313,00:47:08.930,00:00:00.617,,,,"oh wow",
00:47:09.372,00:47:09.570,00:00:00.198,,,"yeah",,
00:47:12.930,00:47:15.410,00:00:02.480,,,,"my spring break I go back on Wednesday",
00:47:15.410,00:47:20.980,00:00:05.570,,,,"but the reason we had such a long break is there's this big debate thing at my school that�s been going on a week",
00:47:21.064,00:47:23.225,00:00:02.161,,,,"so it was like you know",
00:47:23.572,00:47:24.095,00:00:00.523,,,"oh okay",,
00:47:24.909,00:47:27.760,00:00:02.851,,,,"so it's like I think we're supposed to go back last week or something",
00:47:27.760,00:47:29.686,00:00:01.926,,,,"but we're not going back until Wednesday",
00:47:30.620,00:47:32.162,00:00:01.542,,,,"because my break started on the eighteenth",
00:47:32.799,00:47:34.854,00:00:02.055,,,,"so we had a really long break this year",
00:47:34.854,00:47:36.022,00:00:01.168,,,,"it's never this long",
00:47:36.371,00:47:37.339,00:00:00.968,,,,"I'm guessing that�s all right",
00:47:37.339,00:47:38.237,00:00:00.898,,,,"I'm just going to guess",
00:47:38.237,00:47:38.855,00:00:00.618,,,,"that�s all right",
00:47:38.855,00:47:40.363,00:00:01.508,,,,"and go to the next page",
00:47:43.149,00:47:46.717,00:00:03.568,,,,"so the the real question here should I add sixty-five or twenty-five",
00:47:43.183,00:47:43.482,00:00:00.299,,,"okay",,
00:47:46.717,00:47:48.054,00:00:01.337,,,,"I'm going to add sixty-five you know",
00:48:10.890,00:48:12.149,00:00:01.259,,,"it's a fraction I think",,
00:48:12.149,00:48:13.007,00:00:00.858,,,"yeah it is",,
00:48:14.195,00:48:15.816,00:00:01.621,,,,"twenty ninths",
00:48:18.200,00:48:22.825,00:00:04.625,,,,"four two point two repeating",
00:48:23.953,00:48:25.050,00:00:01.097,,,"two",,
00:48:26.258,00:48:27.520,00:00:01.262,,,,"two point two repeating",
00:48:30.508,00:48:32.591,00:00:02.083,,,,"okay let's try this one",
00:48:51.704,00:48:53.799,00:00:02.095,,,"wow oh okay (laughter)",,
00:48:55.079,00:48:56.779,00:00:01.700,,,,"wait where are you getting that from",
00:48:57.118,00:48:59.045,00:00:01.927,,,"on the side or something there's like",,
00:48:59.781,00:49:04.754,00:00:04.973,,,,"whoa coloring in the circle",
00:49:05.881,00:49:08.018,00:00:02.137,,,"okay anyways pause filler",,
00:49:12.072,00:49:14.089,00:00:02.017,,,,"and this is why you don�t let me have technology",
00:49:14.089,00:49:14.691,00:00:00.602,,,,"okay",
00:49:16.545,00:49:19.563,00:00:03.018,,,,"thirty-three so then you get negative",
00:49:21.409,00:49:25.752,00:00:04.343,,,,"two hundred equals one hundred x and then negative two equals x",
00:49:25.752,00:49:27.354,00:00:01.602,,,,"long story short there you go",
00:49:29.400,00:49:31.100,00:00:01.700,,,"okay I lost my attempt drawing Harry Potter",,
00:49:32.672,00:49:35.554,00:00:02.882,,,,"I never actually read Harry Potter nor do I ever plan to",
00:49:36.408,00:49:38.072,00:00:01.664,,,,"I'm I'm a sinner",
00:49:38.263,00:49:39.918,00:00:01.655,,,,"I know I'm terrible",
00:49:41.100,00:49:42.263,00:00:01.163,,,,"leave me alone",
00:49:42.445,00:49:48.218,00:00:05.773,,,,"there's plenty of other totally dorky fandoms I'm in but Harry Potter happens to not be one of them",
00:49:55.018,00:50:05.900,00:00:10.882,,,,"forty-two forty-one yup forty-one y plus thirty-seven minus thirty-seven y you add the thirty-seven just to subtract it",
00:50:07.627,00:50:08.661,00:00:01.034,,,"okay pause filler",,
00:50:09.563,00:50:15.918,00:00:06.355,,,,"so that would be twelve equals forty-one y",
00:50:17.645,00:50:21.454,00:00:03.809,,,,"and then you just get twelve forty-first equals one",
00:50:23.027,00:50:23.305,00:00:00.278,,,,"oop",
00:50:26.200,00:50:27.891,00:00:01.691,,,"oh this has so many numbers",,
00:50:29.372,00:50:32.636,00:00:03.264,,,,"oh math in general",
00:50:34.200,00:50:35.827,00:00:01.627,,,,"why can I oh there we go",
00:50:39.491,00:50:43.354,00:00:03.863,,,,"okay I guess I'll start with subtracting sixty-one",
00:50:45.845,00:50:46.354,00:00:00.509,,,"okay",,
00:50:47.645,00:50:56.391,00:00:08.746,,,,"so then you would get two hundred and six minus thirty-three z",
00:50:57.927,00:51:03.609,00:00:05.682,,,,"ah this reminds me of like writing calligraphy because you have to (inaudible)",
00:51:03.972,00:51:05.336,00:00:01.364,,,,"so that would be",
00:51:08.809,00:51:14.645,00:00:05.836,,,,"sixty-seven two hundred and sixty-seven equals one",
00:51:15.427,00:51:18.805,00:00:03.378,,,,"oh my god one hundred and thirty-four z divide out",
00:51:19.481,00:51:20.871,00:00:01.390,,,,"divide out long story shorter",
00:51:20.871,00:51:24.672,00:00:03.801,,,,"it ends up being like two or something right I don�t",
00:51:24.683,00:51:27.164,00:00:02.481,,,"pause filler wait let's",,
00:51:27.176,00:51:31.596,00:00:04.420,,,,"yeah or no it would be like one and one hundred something",
00:51:33.518,00:51:36.909,00:00:03.391,,,,"okay now that's a lot of numbers",
00:51:39.345,00:51:42.821,00:00:03.476,,,,"pause filler I don't know what I'm doing",
00:51:43.236,00:51:47.991,00:00:04.755,,,"well you could start by subtracting the fifty",,
00:51:49.218,00:51:52.509,00:00:03.291,,,"or adding these",,
00:51:53.609,00:51:54.327,00:00:00.718,,,,"or I'll subtract",
00:51:54.491,00:51:56.191,00:00:01.700,,,,"yeah that�s a good idea thank you",
00:51:56.300,00:52:04.809,00:00:08.509,,,,"negative sixty p minus one hundred and forty equals negative fifteen p plus fifty",
00:52:05.218,00:52:10.527,00:00:05.309,,,,"so then you can add forty to both side one forty thank you one forty to both sides",
00:52:10.536,00:52:16.554,00:00:06.018,,,,"so then you get negative sixty p equals negative fifteen p plus",
00:52:18.000,00:52:22.872,00:00:04.872,,,,"ninety ninety no one hundred and ninety ps",
00:52:25.181,00:52:28.746,00:00:03.565,,,,"and then add fifteen p so then you get seventy negative ",
00:52:30.354,00:52:31.063,00:00:00.709,,,,"no wait",
00:52:32.127,00:52:33.873,00:00:01.746,,,,"wait just fix up you get",
00:52:34.818,00:52:38.963,00:00:04.145,,,,"negative forty-five p equals one hundred and ninety",
00:52:38.963,00:52:42.900,00:00:03.937,,,,"and then divide out by forty-five and by forty-five",
00:52:45.400,00:52:48.409,00:00:03.009,,,,"forty I want to say forty-five times like ",
00:52:50.999,00:52:52.759,00:00:01.760,,,"pause filler",,
00:52:52.745,00:52:56.791,00:00:04.046,,,,"four no not four",
00:52:56.791,00:52:57.381,00:00:00.590,,,,"maybe",
00:52:58.700,00:53:02.281,00:00:03.581,,,"wait so you have negative forty-five r equals a hundred ninety and then",,
00:53:02.463,00:53:11.636,00:00:09.173,,,,"so actually you get four and two ninths negative four and two ninths equals r",
00:53:27.536,00:53:30.551,00:00:03.015,,,,"(sfx)",
00:53:30.527,00:53:33.109,00:00:02.582,,,"okay I guess we should go to the next",,
00:53:34.281,00:53:35.772,00:00:01.491,,,,"hey we only have one more",
00:53:37.691,00:53:40.300,00:00:02.609,,,,"did you find that I feel like you had twenty-three problems",
00:53:40.300,00:53:41.581,00:00:01.281,,,,"I feel like there was an extra one",
00:53:41.600,00:53:42.209,00:00:00.609,,,"yeah I think I did",,
00:53:43.491,00:53:46.163,00:00:02.672,,,,"I'm sorry that sucks",
00:53:46.691,00:53:49.136,00:00:02.445,,,"we only got to like twenty-one though so",,
00:53:51.545,00:53:54.127,00:00:02.582,,,,"either I'm really fast at math or I'm doing it wrong",
00:53:55.336,00:53:56.509,00:00:01.173,,,"no you're going pretty fast",,
00:53:57.436,00:53:59.100,00:00:01.664,,,,"I guess it's because I did this already",
00:54:08.554,00:54:10.818,00:00:02.264,,,,"oh it's so hard to read your own handwriting on this thing",
00:54:11.054,00:54:11.463,00:00:00.409,,,"yeah",,
00:54:13.200,00:54:16.009,00:00:02.809,,,,"it keeps like going a little crazy on me oh my god",
00:54:18.036,00:54:18.918,00:00:00.882,,,,"well",
00:54:21.336,00:54:26.327,00:00:04.991,,,,"let's see here so you have fifty y so you have one hundred and thirty",
00:54:26.927,00:54:32.272,00:00:05.345,,,,"no one hundred and fifty-five equals or no",
00:54:32.381,00:54:34.827,00:00:02.446,,,,"well I added the five so it would be one hundred and sixty",
00:54:38.109,00:54:42.763,00:00:04.654,,,,"equals fifty y and then divide out by fifty divide out by fifty",
00:54:42.763,00:54:44.681,00:00:01.918,,,,"and then you get three and",
00:54:45.800,00:54:46.554,00:00:00.754,,,,"one well",
00:54:46.645,00:54:46.972,00:00:00.327,,,"three",,
00:54:47.163,00:54:49.736,00:00:02.573,,,,"actually we'll do three point two equals y",
00:54:50.963,00:54:52.263,00:00:01.300,,,"wait was it one hundred and fifty",,
00:54:52.791,00:54:54.536,00:00:01.745,,,"was this a hundred and fifty or a hundred sixty",,
00:54:55.109,00:54:55.936,00:00:00.827,,,,"one sixty",
00:54:56.400,00:54:56.700,00:00:00.300,,,"oh okay",,
00:54:57.036,00:54:58.945,00:00:01.909,,,,"but they wrote one fifty on it (inaudible)",
00:55:00.218,00:55:01.654,00:00:01.436,,,"and it was divided by five",,
00:55:01.909,00:55:03.172,00:00:01.263,,,"no it was divided by fifty",,
00:55:03.509,00:55:06.491,00:00:02.982,,,"oh okay yeah it's close to that somewhere",,
00:55:04.915,00:55:05.193,00:00:00.278,,,,"yeah yeah",
00:55:07.409,00:55:13.645,00:00:06.236,,,,"yeah that�s okay here I'll write it better one hundred and sixty over fifty",
00:55:15.381,00:55:19.891,00:00:04.510,,,,"equals fifty y wait (inaudible)",
00:55:20.536,00:55:24.836,00:00:04.300,,,,"so that would make y three point two",
00:55:27.000,00:55:27.391,00:00:00.391,,,,"there",
00:55:28.491,00:55:29.554,00:00:01.063,,,"whoo we've finished",,
00:55:30.381,00:55:31.354,00:00:00.973,,,,"do we tell them",
00:55:33.472,00:55:34.800,00:00:01.328,,,,"do we just like draw",
00:55:36.345,00:55:37.918,00:00:01.573,,,,"what did I just do I just opened something",
00:55:37.927,00:55:39.163,00:00:01.236,,,,"oh my god what is it",
00:55:39.454,00:55:40.563,00:00:01.109,,,,"I feel guilty now",
00:55:42.127,00:55:44.000,00:00:01.873,,,,"I hate these things sometimes",
00:55:45.736,00:55:46.745,00:00:01.009,,,,"should we go get them",
00:55:47.954,00:55:48.718,00:00:00.764,,,"maybe yeah",,
00:55:50.278,00:55:50.671,00:00:00.393,,,,"okay",
00:55:50.936,00:55:52.506,00:00:01.570,,,"oh he's coming he's coming I think",,
00:55:52.671,00:55:53.974,00:00:01.303,,,,"okay they're coming",
00:55:57.177,00:55:59.227,00:00:02.050,,,,"were they like watching us the whole time (laughter)",
00:56:14.275,00:56:15.241,00:00:00.966,,,,"hello",
00:56:14.913,00:56:16.465,00:00:01.552,,"hello all right",,,
00:56:16.465,00:56:17.413,00:00:00.948,,,,"we finished (inaudible)",
00:56:18.965,00:56:22.620,00:00:03.655,,"oh congratulations and also the time start exploring (inaudible)",,,
00:56:22.810,00:56:23.862,00:00:01.052,,"follow instructions (inaudible)",,,
00:56:23.844,00:56:25.810,00:00:01.966,,,,"no that wasn�t on purpose",
00:56:26.241,00:56:28.731,00:00:02.490,,"okay cool so that�s all the time we have for the tutoring sessions",,,
00:56:28.731,00:56:31.224,00:00:02.493,,"you head and say goodbye to her",,,
00:56:31.275,00:56:33.000,00:00:01.725,,,,"okay okay",
00:56:34.568,00:56:36.172,00:00:01.604,,,,,"you guys can start saying goodbye now"
00:56:35.879,00:56:36.500,00:00:00.621,,,"oh okay",,
00:56:37.431,00:56:38.189,00:00:00.758,,,,"bye (inaudible)",
00:56:39.517,00:56:40.137,00:00:00.620,,,"bye (inaudible)",,
00:56:40.275,00:56:41.068,00:00:00.793,,,,"wait what",
00:56:41.172,00:56:42.017,00:00:00.845,,"you can hang out too",,,
00:56:42.241,00:56:50.017,00:00:07.776,,,,"okay I'm not supposed to hang up I guess we're like probably in the same vicinity that you know (inaudible) a lot of stairs",
00:56:47.913,00:56:48.267,00:00:00.354,,,"yeah",,
00:56:51.017,00:56:54.137,00:00:03.120,,,,"and nobody likes that fifty-seven zero five",
00:56:54.034,00:56:54.758,00:00:00.724,,"time to say goodbye",,,
00:56:56.000,00:56:58.568,00:00:02.568,,,"okay we're supposed to say goodbye so goodbye",,
00:56:58.500,00:56:59.103,00:00:00.603,,,,"goodbye",
00:56:58.568,00:57:00.258,00:00:01.690,,,"nice talking to you",,
00:57:01.862,00:57:05.551,00:00:03.689,,,,"I'll probably see you at some TechGirls soon-ish right",
00:57:05.948,00:57:06.137,00:00:00.189,,,"yeah",,
00:57:06.896,00:57:09.275,00:00:02.379,,,,"I think my mom is forcing me to go on Monday so",
00:57:10.517,00:57:12.603,00:00:02.086,,"so you hung up good you can hang up now",,,
00:57:12.793,00:57:13.086,00:00:00.293,,,,"okay",
00:57:13.172,00:57:13.620,00:00:00.448,,,"okay",,

